episode_number,title,url,date,topic,description
2034,‘Death Is Yours’ — What Does Paul Mean?,https://www.desiringgod.org/interviews/death-is-yours-what-does-paul-mean,2024-04-04,Death & Dying,"If death belongs to the children of God, as the apostle Paul says, then death not only loses its sting, but it turns around and becomes our servant."
2033,The Man Who Died in the Pulpit,https://www.desiringgod.org/interviews/the-man-who-died-in-the-pulpit,2024-04-01,Death & Dying,"On September 22, 1967, V. Raymond Edman collapsed while delivering a chapel message at Wheaton. Pastor John reflects on his college chancellor’s final words."
2032,How Do I Forget My Sinful Past?,https://www.desiringgod.org/interviews/how-do-i-forget-my-sinful-past,2024-03-28,Forgiveness,Some Christians carry an ongoing sense of guilt for sins confessed long ago. What can we do with these stubborn guilt feelings?
2031,God Delivers from the Suffering He Ordains,https://www.desiringgod.org/interviews/god-delivers-from-the-suffering-he-ordains,2024-03-25,The Sovereignty of God,"If God is sovereign over our suffering, then we can trust him to strengthen us in suffering, sanctify us through suffering, and ultimately save us from suffering."
2030,The Gift of God’s God-Centeredness,https://www.desiringgod.org/interviews/the-gift-of-gods-god-centeredness,2024-03-21,The Glory of God,"From eternity, God has been self-sufficiently happy in himself. And because he has no needs of his own, he is gloriously free to meet ours."
2029,Should Confidence in Sovereignty Make Me Prayerless?,https://www.desiringgod.org/interviews/should-confidence-in-sovereignty-make-me-prayerless,2024-03-18,Prayer,"If our souls are deeply satisfied in God, what room is there for petitionary prayer? Pastor John reframes the question by clarifying the nature of prayer."
2028,Your Most-Asked-About Bible Verse,https://www.desiringgod.org/interviews/your-most-asked-about-bible-verse,2024-03-14,The Sovereignty of God,"If God is sovereign over salvation, do the non-elect even have a chance to repent? Pastor John addresses Romans 9:22, your most-asked-about Bible verse."
2027,How Much Error Can I Believe and Still Be Saved?,https://www.desiringgod.org/interviews/how-much-error-can-i-believe-and-still-be-saved,2024-03-11,Faith,"Some biblical truths are essential to believe for salvation — but not all. So, how much error can someone hold and still be saved?"
2026,Is My Child Transgender Because of Me?,https://www.desiringgod.org/interviews/is-my-child-transgender-because-of-me,2024-03-07,Parenting,How can parents resist the despair that comes from feeling like failures? Pastor John offers ten words of hope for parents of prodigals.
2025,Is Obedience Without Affection Still Love?,https://www.desiringgod.org/interviews/is-obedience-without-affection-still-love,2024-03-04,Pursuit of Holiness,"If we obey God outwardly but feel no affection for him inwardly, is our obedience still love? Pastor John takes us to the heart beneath God-pleasing obedience."
2024,How Preachers Grow Graceless,https://www.desiringgod.org/interviews/how-preachers-grow-graceless,2024-02-29,Preaching & Teaching,How do preachers guard themselves from hypocrisy? Pastor John traces double-faced preaching to its deepest root: the love of human praise.
2023,Your Suffering Is Not Meaningless,https://www.desiringgod.org/interviews/your-suffering-is-not-meaningless,2024-02-26,Suffering,How did Paul endure such unimaginable sufferings without turning from Christ? Pastor John traces three threads of the apostle’s perseverance.
2022,Why Did God Stigmatize the Disabled?,https://www.desiringgod.org/interviews/why-did-god-stigmatize-the-disabled,2024-02-22,Redemptive History,"In Leviticus 21, God forbids men with physical defects from participating as full priests. How do we reconcile this prohibition with Jesus’s approach to the disabled?"
2021,Enjoying God in His Gifts,https://www.desiringgod.org/interviews/enjoying-god-in-his-gifts,2024-02-19,Creation,"How do we enjoy pizza, friendship, or any other good gift without committing idolatry? Not only by enjoying God more than his gifts, but also by enjoying him in them."
2020,What’s the Essence of Love?,https://www.desiringgod.org/interviews/whats-the-essence-of-love,2024-02-15,The Love of God,How do Paul’s travel plans relate to the Trinitarian depths of God’s love? Pastor John shows how ultimate reality undergirds the love between the saints.
2019,Political Flag-Waving Isn’t Enough,https://www.desiringgod.org/interviews/political-flag-waving-isnt-enough,2024-02-12,Government,Christians have not only the right but the calling to speak truth to power. But such speech differs greatly from mere political flag-waving.
2018,Does Hidden Sin Bring Physical Suffering?,https://www.desiringgod.org/interviews/does-hidden-sin-bring-physical-suffering,2024-02-08,Repentance,The wrath of God is gone for those who are in Christ. But does God still sometimes bring physical suffering in response to unconfessed sin?
2017,How Should I Choose a College Major?,https://www.desiringgod.org/interviews/how-should-i-choose-a-college-major,2024-02-05,Wisdom,What factors should Christian students consider when choosing a college or major? Pastor John gives five guidelines for those who don’t want to waste their lives.
2016,Do I Have a Hard Heart?,https://www.desiringgod.org/interviews/do-i-have-a-hard-heart,2024-02-01,Regeneration,"How can we know if our heart is hard toward God? Pastor John diagnoses hardness of heart, and gives a remedy for remaining soft to God’s Spirit."
2015,Was Jesus Confused by the Cross?,https://www.desiringgod.org/interviews/was-jesus-confused-by-the-cross,2024-01-29,The Death of Christ,"“My God, my God, why have you forsaken me?” Do these haunting words from Jesus suggest he was confused by the horrors of the cross?"
2014,What Would World War III Mean for Missions?,https://www.desiringgod.org/interviews/what-would-world-war-iii-mean-for-missions,2024-01-25,World Missions,"We live in a time of mounting global tensions, of wars and rumors of wars. What hope do we have for the future of missions should conflict continue to build?"
2013,Strategies for Building a Reverent Church,https://www.desiringgod.org/interviews/strategies-for-building-a-reverent-church,2024-01-22,Corporate Worship,"In a day starving for transcendence, how might church leaders arrange every element of the Sunday gathering to promote joyful Godward reverence?"
2012,Leading a Church out of Casual Culture,https://www.desiringgod.org/interviews/leading-a-church-out-of-casual-culture,2024-01-18,Corporate Worship,"How might churches move away from casual culture toward heartfelt, happy reverence on Sunday morning? Pastor John shares five steps for preachers."
2011,On Coffee-Sipping in the Sanctuary,https://www.desiringgod.org/interviews/on-coffee-sipping-in-the-sanctuary,2024-01-15,Corporate Worship,Is it wrong to drink coffee during corporate worship? Pastor John moves beyond mugs to the heart of the issue.
2010,Should Christians Make Bucket Lists?,https://www.desiringgod.org/interviews/should-christians-make-bucket-lists,2024-01-11,The Unwasted Life,"From college grads to retirees, many people love to keep bucket lists. Should Christians? Pastor John puts rest and recreation within a biblical mindset."
2009,How Do I Find the Main Point of a Psalm?,https://www.desiringgod.org/interviews/how-do-i-find-the-main-point-of-a-psalm,2024-01-08,Bible Reading,"How can we discern the main point of not only a single verse, but an entire paragraph, section, or even chapter of the Bible?"
2008,The Good News of God’s Faithfulness to God,https://www.desiringgod.org/interviews/the-good-news-of-gods-faithfulness-to-god,2024-01-04,The Glory of God,God’s faithfulness to God may not sound like good news. But the foundation of our hope rests on God’s zeal to display the worth of his name.
2007,Read the Bible with Us in 2024,https://www.desiringgod.org/interviews/read-the-bible-with-us-in-2024,2024-01-01,Bible Reading,"On the first day of a new year, Pastor John commends a yearlong Bible-reading plan and invites listeners to join him from Genesis to Revelation."
2006,My Bible Reading Feels Flat — What Can I Do?,https://www.desiringgod.org/interviews/my-bible-reading-feels-flat-what-can-i-do,2023-12-28,Bible Reading,"Sometimes, perhaps even often, we read Scripture with our eyes, grasp its truth in our minds, yet feel little pleasure in our hearts. What can we do in such moments?"
2005,Four Reasons Christmas Is Special,https://www.desiringgod.org/interviews/four-reasons-christmas-is-special,2023-12-25,The Birth of Christ,"Christmas is a day for marveling. Pastor John shares four earth-shaking, soul-satisfying reasons to glory in the coming of the Son of God."
2004,"Looking Back at 2023, Looking Ahead to 2024",https://www.desiringgod.org/interviews/looking-back-at-2023-looking-ahead-to-2024,2023-12-21,Education & Ministry,"As a new year nears, Pastor John marvels at God’s grace from 2023 and shares exciting plans for the months ahead."
2003,Make the Bible Part of Your Everyday in 2024,https://www.desiringgod.org/interviews/make-the-bible-part-of-your-everyday-in-2024,2023-12-18,Bible Reading,"What makes regular Bible intake not only helpful for the Christian life, but crucial? Pastor John gives ten reasons to make the Bible part of your everyday."
2002,Feast on the Bible’s Grammar,https://www.desiringgod.org/interviews/feast-on-the-bibles-grammar,2023-12-14,Bible Reading,The word “therefore” appears almost five hundred times in the New Testament. And every one of them is a doorway to life and love.
2001,How John Piper Marks Up His Books,https://www.desiringgod.org/interviews/how-john-piper-marks-up-his-books,2023-12-11,Life of the Mind,"Pastor John never reads a book — even novels — without a pencil in hand. What does he do with it, and why won’t he use a pen?"
